;;Männlich;1714870;e;58720;e;40488;e;162851;e;13607;e;371850;e;131726;e;82293;e;233037;e;268998;e;17337;e;78925;e;49055;e;32283;e;87003;e;43371;e;43052;e
;;Weiblich;1624027;e;53922;e;37981;e;153544;e;12545;e;352230;e;123718;e;77101;e;222312;e;255579;e;17337;e;75284;e;46591;e;31719;e;81213;e;41188;e;41521;e
;Ledig;Insgesamt;3338392;e;112644;e;78472;e;316399;e;26149;e;724083;e;255442;e;159396;e;455349;e;524574;e;34676;e;154211;e;95648;e;63999;e;168215;e;84561;e;84576;e
;;Männlich;1714604;e;58720;e;40488;e;162851;e;13607;e;371850;e;131726;e;82293;e;233037;e;268998;e;17337;e;78925;e;49055;e;32283;e;87003;e;43371;e;43052;e
;;Weiblich;1623790;e;53922;e;37981;e;153544;e;12545;e;352230;e;123718;e;77101;e;222312;e;255579;e;17337;e;75284;e;46591;e;31719;e;81213;e;41188;e;41521;e
;Verheiratet/Eingetr. Lebenspartnerschaft;Insgesamt;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
;;Männlich;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
;;Weiblich;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
;Verwitwet/Eingetr. Lebenspartner/-in verstorben;Insgesamt;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
;;Männlich;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
;;Weiblich;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
;Geschieden/Eingetr. Lebenspartnerschaft aufgehoben;Insgesamt;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
;;Männlich;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
;;Weiblich;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
;Ohne Angabe;Insgesamt;501;e;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
;;Männlich;271;e;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
;;Weiblich;234;e;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
5 bis 9 Jahre;Insgesamt;Insgesamt;3525830;e;126157;e;73422;e;358627;e;25972;e;792901;e;269290;e;172743;e;490072;e;558906;e;38325;e;135418;e;97068;e;62260;e;158341;e;83093;e;82739;e
;;Männlich;1809032;e;64572;e;37742;e;183412;e;13502;e;406880;e;137901;e;88981;e;252090;e;286606;e;19806;e;69396;e;49953;e;31678;e;81020;e;42822;e;42428;e
;;Weiblich;1716801;e;61584;e;35679;e;175214;e;12467;e;386024;e;131386;e;83763;e;237983;e;272303;e;18518;e;66025;e;47112;e;30585;e;77320;e;40270;e;40313;e
;Ledig;Insgesamt;3525324;e;126157;e;73422;e;358627;e;25972;e;792901;e;269290;e;172743;e;490072;e;558906;e;38325;e;135418;e;97068;e;62260;e;158341;e;83093;e;82739;e
;;Männlich;1808781;e;64572;e;37742;e;183412;e;13502;e;406880;e;137901;e;88981;e;252090;e;286606;e;19806;e;69396;e;49953;e;31678;e;81020;e;42822;e;42428;e
;;Weiblich;1716541;e;61584;e;35679;e;175214;e;12467;e;386024;e;131386;e;83763;e;237983;e;272303;e;18518;e;66025;e;47112;e;30585;e;77320;e;40270;e;40313;e
;Verheiratet/Eingetr. Lebenspartnerschaft;Insgesamt;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
;;Männlich;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
;;Weiblich;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
;Verwitwet/Eingetr. Lebenspartner/-in verstorben;Insgesamt;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
;;Männlich;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
;;Weiblich;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
;Geschieden/Eingetr. Lebenspartnerschaft aufgehoben;Insgesamt;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
;;Männlich;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
;;Weiblich;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
;Ohne Angabe;Insgesamt;504;e;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
;;Männlich;249;e;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
;;Weiblich;257;e;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
10 bis 14 Jahre;Insgesamt;Insgesamt;3940566;e;149131;e;73918;e;424085;e;29125;e;913018;e;300254;e;204868;e;563326;e;637416;e;46151;e;131162;e;97104;e;60155;e;147499;e;82006;e;80729;e
;;Männlich;2021306;e;76209;e;38311;e;217379;e;15083;e;467786;e;153565;e;105064;e;289224;e;327866;e;23572;e;66964;e;49732;e;30815;e;75567;e;42226;e;41626;e
;;Weiblich;1919261;e;72921;e;35612;e;206708;e;14045;e;445231;e;146684;e;99802;e;274104;e;309547;e;22577;e;64200;e;47370;e;29337;e;71930;e;39783;e;39104;e
;Ledig;Insgesamt;3939937;e;149131;e;73918;e;424085;e;29125;e;913018;e;300254;e;204868;e;563326;e;637416;e;46151;e;131162;e;97104;e;60155;e;147499;e;82006;e;80729;e
;;Männlich;2020977;e;76209;e;38311;e;217379;e;15083;e;467786;e;153565;e;105064;e;289224;e;327866;e;23572;e;66964;e;49732;e;30815;e;75567;e;42226;e;41626;e
;;Weiblich;1918962;e;72921;e;35612;e;206708;e;14045;e;445231;e;146684;e;99802;e;274104;e;309547;e;22577;e;64200;e;47370;e;29337;e;71930;e;39783;e;39104;e
;Verheiratet/Eingetr. Lebenspartnerschaft;Insgesamt;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
;;Männlich;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
;;Weiblich;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
;Verwitwet/Eingetr. Lebenspartner/-in verstorben;Insgesamt;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
;;Männlich;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
;;Weiblich;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
;Geschieden/Eingetr. Lebenspartnerschaft aufgehoben;Insgesamt;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
;;Männlich;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
;;Weiblich;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
;Ohne Angabe;Insgesamt;627;e;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
;;Männlich;327;e;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
;;Weiblich;298;e;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;
15 bis 19 Jahre;Insgesamt;Insgesamt;4013881;e;151155;e;73413;e;436391;e;31135;e;959863;e;307871;e;219994;e;590893;e;671958;e;52048;e;128369;e;80009;e;51009;e;120106;e;70946;e;68294;e
;;Männlich;2057156;e;77527;e;37506;e;223807;e;15901;e;491295;e;156738;e;112890;e;303361;e;344881;e;26828;e;65328;e;41423;e;26415;e;61545;e;36134;e;35358;e
;;Weiblich;1956722;e;73631;e;35906;e;212582;e;15236;e;468569;e;151130;e;107102;e;287529;e;327081;e;25216;e;63037;e;38583;e;24593;e;58559;e;34810;e;32934;e
;Ledig;Insgesamt;4005065;e;150957;e;73236;e;435451;e;31058;e;957748;e;307108;e;219232;e;589872;e;670763;e;51912;e;127933;e;79923;e;50939;e;119936;e;70800;e;68204;e
;;Männlich;2055525;e;77505;e;37488;e;223580;e;15891;e;491033;e;156639;e;112659;e;303235;e;344668;e;26807;e;65284;e;41406;e;26403;e;61517;e;36079;e;35342;e
;;Weiblich;1949540;e;73456;e;35746;e;211870;e;15170;e;466715;e;150465;e;106574;e;286637;e;326094;e;25107;e;62651;e;38520;e;24538;e;58417;e;34722;e;32859;e
;Verheiratet/Eingetr. Lebenspartnerschaft;Insgesamt;7614;e;187;e;168;e;746;e;76;e;2042;e;742;e;531;e;992;e;1121;e;129;e;422;e;78;e;63;e;158;e;84;e;76;e
;;Männlich;913;e;19;e;17;e;93;e;14;e;229;e;90;e;53;e;119;e;150;e;20;e;44;e;16;e;9;e;21;e;12;e;5;e
;;Weiblich;6704;e;164;e;151;e;655;e;69;e;1811;e;653;e;473;e;875;e;970;e;111;e;380;e;63;e;53;e;135;e;75;e;75;e
;Verwitwet/Eingetr. Lebenspartner/-in verstorben;Insgesamt;35;e;-;;-;;4;e;3;e;10;e;4;e;-;;9;e;3;e;-;;-;;-;;-;;-;;-;;-;
;;Männlich;5;e;-;;-;;-;;-;;-;;-;;-;;4;e;-;;-;;-;;-;;-;;-;;-;;-;
;;Weiblich;28;e;-;;-;;3;e;3;e;10;e;4;e;-;;7;e;3;e;-;;-;;-;;-;;-;;-;;-;
;Geschieden/Eingetr. Lebenspartnerschaft aufgehoben;Insgesamt;119;e;5;e;4;e;13;e;-;;46;e;10;e;4;e;14;e;11;e;-;;6;e;-;;-;;-;;3;e;3;e
;;Männlich;47;e;-;;-;;3;e;-;;26;e;4;e;3;e;4;e;5;e;-;;-;;-;;-;;-;;3;e;-;
;;Weiblich;73;e;3;e;3;e;8;e;-;;20;e;6;e;-;;8;e;8;e;-;;5;e;-;;-;;-;;3;e;-;
;Ohne Angabe;Insgesamt;1044;e;8;e;5;e;175;e;-;;19;e;9;e;231;e;6;e;65;e;-;;11;e;6;e;3;e;12;e;58;e;7;e
;;Männlich;666;e;-;;-;;131;e;-;;5;e;3;e;177;e;4;e;61;e;-;;-;;4;e;3;e;7;e;46;e;4;e
;;Weiblich;380;e;5;e;5;e;45;e;-;;12;e;4;e;56;e;3;e;6;e;-;;8;e;3;e;-;;5;e;13;e;-;
20 bis 24 Jahre;Insgesamt;Insgesamt;4835639;e;154749;e;107156;e;446461;e;45153;e;1041672;e;347387;e;241987;e;655044;e;752327;e;57498;e;216634;e;139911;e;104190;e;249288;e;139556;e;136370;e
;;Männlich;2463927;e;79421;e;50057;e;230743;e;22219;e;529766;e;176100;e;122490;e;334452;e;381672;e;29658;e;103947;e;74429;e;55147;e;128968;e;73030;e;71669;e
;;Weiblich;2371711;e;75331;e;57097;e;215714;e;22936;e;511909;e;171286;e;119500;e;320591;e;370658;e;27843;e;112690;e;65486;e;49040;e;120323;e;66527;e;64699;e
;Ledig;Insgesamt;4602179;e;148242;e;102500;e;424069;e;42844;e;983559;e;326842;e;226922;e;620545;e;715888;e;54414;e;207181;e;136608;e;101467;e;242579;e;135849;e;132674;e
;;Männlich;2403547;e;77738;e;49097;e;224614;e;21713;e;514347;e;170689;e;118537;e;325631;e;372800;e;28818;e;101636;e;73529;e;54439;e;127264;e;72015;e;70684;e
;;Weiblich;2198631;e;70501;e;53405;e;199451;e;21132;e;469215;e;156152;e;108388;e;294916;e;343087;e;25597;e;105542;e;63078;e;47025;e;115312;e;63833;e;61988;e
;Verheiratet/Eingetr. Lebenspartnerschaft;Insgesamt;221634;e;6141;e;4426;e;20865;e;2168;e;55492;e;19745;e;14161;e;33135;e;34835;e;2905;e;8967;e;3128;e;2544;e;6383;e;3237;e;3511;e
;;Männlich;56676;e;1601;e;895;e;5476;e;473;e;14775;e;5199;e;3593;e;8447;e;8426;e;798;e;2177;e;849;e;664;e;1615;e;759;e;931;e
;;Weiblich;164959;e;4540;e;3528;e;15388;e;1693;e;40718;e;14545;e;10566;e;24692;e;26407;e;2105;e;6789;e;2283;e;1878;e;4770;e;2480;e;2582;e
;Verwitwet/Eingetr. Lebenspartner/-in verstorben;Insgesamt;340;e;10;e;10;e;41;e;4;e;67;e;26;e;19;e;58;e;52;e;-;;15;e;7;e;8;e;12;e;-;;5;e
;;Männlich;69;e;-;;5;e;11;e;3;e;11;e;8;e;3;e;17;e;5;e;-;;-;;-;;3;e;3;e;-;;-;
;;Weiblich;270;e;8;e;5;e;33;e;3;e;59;e;21;e;19;e;46;e;45;e;-;;13;e;7;e;5;e;13;e;-;;3;e
;Geschieden/Eingetr. Lebenspartnerschaft aufgehoben;Insgesamt;9473;e;322;e;214;e;917;e;135;e;2414;e;728;e;569;e;1216;e;1423;e;173;e;443;e;157;e;158;e;275;e;167;e;157;e
;;Männlich;2293;e;69;e;62;e;217;e;29;e;573;e;178;e;126;e;311;e;336;e;41;e;117;e;43;e;33;e;56;e;47;e;43;e
;;Weiblich;7179;e;255;e;154;e;697;e;105;e;1842;e;549;e;438;e;902;e;1085;e;133;e;328;e;116;e;127;e;220;e;118;e;116;e
;Ohne Angabe;Insgesamt;2013;e;40;e;5;e;569;e;3;e;131;e;47;e;317;e;90;e;133;e;6;e;27;e;17;e;12;e;44;e;300;e;17;e
;;Männlich;1343;e;12;e;3;e;426;e;-;;56;e;23;e;227;e;48;e;99;e;-;;11;e;10;e;14;e;28;e;207;e;10;e
;;Weiblich;668;e;25;e;-;;145;e;3;e;78;e;21;e;88;e;43;e;35;e;9;e;13;e;4;e;-;;13;e;94;e;9;e
25 bis 29 Jahre;Insgesamt;Insgesamt;4872533;e;145876;e;136311;e;422659;e;46672;e;1033989;e;360156;e;227493;e;645227;e;763310;e;56248;e;263559;e;136232;e;101601;e;259108;e;135542;e;137854;e
;;Männlich;2455887;e;71554;e;64067;e;211638;e;24075;e;515523;e;178647;e;114751;e;323894;e;380061;e;29363;e;129760;e;72452;e;54209;e;138113;e;72756;e;74548;e
;;Weiblich;2416647;e;74324;e;72240;e;211024;e;22595;e;518463;e;181509;e;112740;e;321331;e;383251;e;26882;e;133797;e;63784;e;47391;e;120998;e;62789;e;63309;e
;Ledig;Insgesamt;3666049;e;108861;e;108220;e;306706;e;35957;e;738446;e;259882;e;161945;e;466475;e;565635;e;40722;e;218481;e;116490;e;86377;e;220451;e;115547;e;115835;e
;;Männlich;2022470;e;58557;e;53905;e;169858;e;19817;e;406610;e;143056;e;91428;e;259022;e;311011;e;23564;e;112671;e;65827;e;49043;e;124968;e;65949;e;67175;e
;;Weiblich;1643575;e;50301;e;54318;e;136845;e;16139;e;331837;e;116827;e;70521;e;207450;e;254624;e;17160;e;105808;e;50661;e;37336;e;95485;e;49596;e;48661;e
;Verheiratet/Eingetr. Lebenspartnerschaft;Insgesamt;1116706;e;34004;e;25769;e;107242;e;9591;e;273281;e;93361;e;60655;e;167657;e;184445;e;14119;e;40340;e;17989;e;13964;e;35857;e;18044;e;20391;e
;;Männlich;404448;e;12091;e;9489;e;38802;e;3839;e;101475;e;33405;e;21660;e;61463;e;65005;e;5358;e;15615;e;6136;e;4822;e;12232;e;6126;e;6935;e
;;Weiblich;712258;e;21912;e;16279;e;68439;e;5756;e;171809;e;59958;e;38993;e;106195;e;119439;e;8765;e;24722;e;11853;e;9145;e;23628;e;11918;e;13453;e
;Verwitwet/Eingetr. Lebenspartner/-in verstorben;Insgesamt;2492;e;67;e;89;e;245;e;27;e;617;e;208;e;92;e;352;e;381;e;33;e;119;e;59;e;30;e;95;e;53;e;34;e
;;Männlich;361;e;8;e;16;e;37;e;6;e;91;e;34;e;11;e;55;e;45;e;8;e;21;e;4;e;-;;17;e;5;e;4;e
;;Weiblich;2136;e;62;e;71;e;213;e;22;e;524;e;176;e;79;e;292;e;333;e;27;e;100;e;55;e;27;e;81;e;50;e;27;e
;Geschieden/Eingetr. Lebenspartnerschaft aufgehoben;Insgesamt;84369;e;2840;e;2213;e;7887;e;1061;e;21335;e;6619;e;4398;e;10651;e;12669;e;1362;e;4562;e;1654;e;1198;e;2651;e;1680;e;1574;e
;;Männlich;26607;e;852;e;649;e;2497;e;400;e;7167;e;2098;e;1376;e;3286;e;3863;e;437;e;1418;e;449;e;328;e;860;e;508;e;422;e
;;Weiblich;57759;e;1991;e;1565;e;5389;e;662;e;14172;e;4523;e;3023;e;7368;e;8805;e;924;e;3141;e;1203;e;875;e;1789;e;1174;e;1156;e
;Ohne Angabe;Insgesamt;2922;e;104;e;23;e;578;e;33;e;305;e;81;e;399;e;93;e;184;e;7;e;60;e;46;e;24;e;59;e;219;e;22;e
;;Männlich;2008;e;42;e;13;e;440;e;14;e;188;e;57;e;274;e;67;e;137;e;3;e;30;e;33;e;17;e;38;e;167;e;12;e
;;Weiblich;917;e;60;e;13;e;136;e;21;e;119;e;26;e;129;e;30;e;47;e;5;e;29;e;10;e;9;e;16;e;51;e;6;e
30 bis 34 Jahre;Insgesamt;Insgesamt;4751909;e;148108;e;137029;e;422532;e;41391;e;1008606;e;365117;e;217681;e;623331;e;757183;e;52810;e;249829;e;136364;e;93155;e;245940;e;125417;e;126631;e
;;Männlich;2385301;e;72497;e;68953;e;210779;e;21346;e;499010;e;178922;e;108194;e;310164;e;378053;e;26048;e;124752;e;70304;e;50052;e;130237;e;67738;e;67779;e
;;Weiblich;2366611;e;75613;e;68075;e;211756;e;20046;e;509600;e;186196;e;109489;e;313169;e;379128;e;26761;e;125076;e;66058;e;43104;e;115700;e;57680;e;58856;e
;Ledig;Insgesamt;2386247;e;71880;e;83558;e;192161;e;23128;e;455493;e;169096;e;95219;e;280183;e;357317;e;24755;e;165646;e;87364;e;59711;e;160263;e;80736;e;79739;e
;;Männlich;1398704;e;41315;e;46200;e;113993;e;13479;e;266144;e;97921;e;57263;e;165857;e;211612;e;14646;e;90051;e;51019;e;36109;e;95094;e;49296;e;48694;e
;;Weiblich;987546;e;30566;e;37357;e;78166;e;9650;e;189350;e;71173;e;37953;e;114325;e;145702;e;10108;e;75599;e;36343;e;23607;e;65172;e;31440;e;31040;e
;Verheiratet/Eingetr. Lebenspartnerschaft;Insgesamt;2156572;e;68962;e;48333;e;210199;e;15997;e;503027;e;178983;e;111411;e;317576;e;367738;e;25078;e;73725;e;44226;e;30284;e;78347;e;40257;e;42420;e
;;Männlich;913358;e;28587;e;21062;e;89452;e;6970;e;215432;e;75182;e;46872;e;135247;e;155165;e;10383;e;31041;e;17780;e;12835;e;32862;e;16907;e;17589;e
;;Weiblich;1243212;e;40378;e;27272;e;120750;e;9029;e;287597;e;103799;e;64538;e;182327;e;212572;e;14693;e;42687;e;26448;e;17451;e;45488;e;23351;e;24835;e
;Verwitwet/Eingetr. Lebenspartner/-in verstorben;Insgesamt;7254;e;229;e;194;e;689;e;70;e;1842;e;634;e;335;e;936;e;1064;e;84;e;358;e;188;e;90;e;261;e;139;e;137;e
;;Männlich;1221;e;41;e;43;e;112;e;17;e;354;e;95;e;49;e;149;e;174;e;12;e;59;e;18;e;20;e;47;e;13;e;14;e
;;Weiblich;6032;e;191;e;153;e;574;e;52;e;1487;e;541;e;287;e;785;e;887;e;71;e;299;e;168;e;69;e;216;e;124;e;122;e
;Geschieden/Eingetr. Lebenspartnerschaft aufgehoben;Insgesamt;198933;e;6887;e;4908;e;19086;e;2140;e;47845;e;16271;e;10443;e;24535;e;30923;e;2876;e;10002;e;4541;e;3058;e;6996;e;4129;e;4280;e
;;Männlich;70116;e;2456;e;1630;e;6937;e;848;e;16841;e;5639;e;3832;e;8837;e;10998;e;998;e;3549;e;1442;e;1084;e;2190;e;1394;e;1442;e
;;Weiblich;128815;e;4435;e;3280;e;12152;e;1294;e;31002;e;10634;e;6609;e;15701;e;19928;e;1880;e;6451;e;3096;e;1978;e;4809;e;2731;e;2840;e
;Ohne Angabe;Insgesamt;2905;e;150;e;31;e;397;e;54;e;400;e;133;e;278;e;104;e;141;e;17;e;102;e;44;e;9;e;62;e;157;e;48;e
;;Männlich;1903;e;100;e;17;e;285;e;36;e;239;e;86;e;177;e;76;e;99;e;10;e;57;e;39;e;7;e;44;e;118;e;32;e
;;Weiblich;1001;e;46;e;11;e;109;e;21;e;159;e;49;e;102;e;30;e;40;e;9;e;43;e;8;e;3;e;15;e;34;e;18;e
35 bis 39 Jahre;Insgesamt;Insgesamt;4742891;e;159695;e;121216;e;452746;e;39322;e;1038139;e;370719;e;224468;e;635998;e;767902;e;52192;e;214457;e;130002;e;80952;e;219258;e;117219;e;117651;e
;;Männlich;2378054;e;78361;e;62186;e;225330;e;20181;e;512844;e;183128;e;110923;e;315930;e;382962;e;25775;e;108525;e;66699;e;42990;e;116299;e;62313;e;63005;e
;;Weiblich;2364839;e;81336;e;59028;e;227415;e;19142;e;525294;e;187591;e;113548;e;320069;e;384942;e;26413;e;105931;e;63299;e;37965;e;102958;e;54907;e;54650;e
;Ledig;Insgesamt;1533462;e;50173;e;52651;e;130994;e;15202;e;294310;e;108579;e;60221;e;176223;e;225553;e;15573;e;105144;e;56785;e;36652;e;100759;e;52974;e;51682;e
;;Männlich;926328;e;29393;e;30436;e;79713;e;9062;e;176633;e;64888;e;37157;e;107060;e;136962;e;9566;e;59758;e;34318;e;22905;e;62442;e;33231;e;32803;e
;;Weiblich;607134;e;20777;e;22218;e;51277;e;6137;e;117675;e;43690;e;23064;e;69165;e;88594;e;6004;e;45384;e;22469;e;13744;e;38314;e;19741;e;18879;e
;Verheiratet/Eingetr. Lebenspartnerschaft;Insgesamt;2832412;e;95846;e;59503;e;284628;e;20174;e;655506;e;232081;e;144666;e;414286;e;484958;e;31642;e;90092;e;63698;e;38757;e;103703;e;55718;e;57151;e
;;Männlich;1306327;e;43623;e;28250;e;131140;e;9483;e;302445;e;107096;e;66131;e;191396;e;223980;e;14285;e;41468;e;28674;e;17888;e;48201;e;25600;e;26665;e
